Tourist Attraction,Restaurant Name,Restaurant Link,Address,Restaurant Website,Hotline,Email,Ranking,Opening and Closing hours,Rating,Food Rating,Service Rating,Value Rating,Atmosphere Rating,Reviewers,Description,Min Price,Max Price,Cuisines,Meal,Special Diets,Features,Image URL
Bình Thuận,COM NIEU TRINH UY,https://www.tripadvisor.com/Restaurant_Review-g1582966-d21020826-Reviews-COM_NIEU_TRINH_UY-La_Gi_Binh_Thuan_Province.html,La Gi 77000 Vietnam,nan,+84 97 267 42 46,nan,#3 of 6 Restaurants in La Gi,nan,nan,nan,nan,nan,nan,nan,"The COM NIEU TRINH UYis a restaurant situated in the heart of Lagi town, Binh Thuan, Vietnam. The menu offers a wide variety of Vietnam cultural food such as Spring Roll, Caramelized pork, Earthenware pot is used for cooking rice, Ginger Chicken, Fresh seafood, Soups. The owner and waitresses are friendly. The price of food is soft, ranging from 1.5 to 7 USD, which is a reasonable price for a",1.0,7.0,nan,nan,nan,nan,nan
Bình Thuận,Sunset Quán 117,https://www.tripadvisor.com/Restaurant_Review-g1009804-d28149520-Reviews-Sunset_Quan_117-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"117 Huỳnh Thúc Kháng, Mui Ne, Phan Thiet Vietnam",nan,+84 8 5964 6696,nan,nan,"Sun: 6:00 AM - 10:00 PM, Mon: 6:00 AM - 10:00 PM, Tue: 6:00 AM - 10:00 PM, Wed: 6:00 AM - 10:00 PM, Thu: 6:00 AM - 10:00 PM, Fri: 6:00 AM - 10:00 PM, Sat: 6:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Thuận,Bo Ke Gia Dình,https://www.tripadvisor.com/Restaurant_Review-g298086-d21030284-Reviews-Bo_Ke_Gia_Dinh-Phan_Thiet_Binh_Thuan_Province.html,"187 Nguyen Dinh Chieu - Ham Tien Mui Ne, Phan Thiet Vietnam",nan,+84 383 664 534,cuong15041990@gmail.com,nan,"Sun: 12:00 AM - 11:59 PM, Mon: 12:00 AM - 11:59 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",nan,"Delivery, Takeout, Reservations, Buffet, Seating, Parking Available, Street Parking, Valet Parking, Free off-street parking, Television, Highchairs Available, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Table Service, Live Music, Waterfront, Drive Thru, Beach, BYOB, Dog Friendly, Family style, Gift Cards Available",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/5b/e2/5c/s-c-ch-a-250khach.jpg?w=900&h=500&s=1
Bình Thuận,Am Thuc Mui Ne 888,https://www.tripadvisor.com/Restaurant_Review-g1009804-d19377811-Reviews-Am_Thuc_Mui_Ne_888-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"187 Nguyen Dinh Chieu, Mui Ne, Phan Thiet 800000 Vietnam",nan,nan,nan,nan,"Sun: 11:00 AM - 12:00 AM, Mon: 11:00 AM - 12:00 AM, Tue: 11:00 AM - 12:00 AM, Wed: 11:00 AM - 12:00 AM, Thu: 11:00 AM - 12:00 AM, Fri: 11:00 AM - 12:00 AM, Sat: 11:00 AM - 12:00 AM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Lunch, Dinner",nan,nan,nan
Bình Thuận,Hai San Hai Nhi,https://www.tripadvisor.com/Restaurant_Review-g17352041-d18452622-Reviews-Hai_San_Hai_Nhi-Phu_Thuy_Phan_Thiet_Binh_Thuan_Province.html,"N61 Dao Tan, Phu Thuy, Phan Thiet 800000 Vietnam",http://haisanhainhi.com,+84 94 117 44 77,haisanhainhi@gmail.com,nan,"Sun: 10:00 AM - 11:00 PM, Mon: 10:00 AM - 11:00 PM, Tue: 10:00 AM - 11:00 PM, Wed: 10:00 AM - 11:00 PM, Thu: 10:00 AM - 11:00 PM, Fri: 10:00 AM - 11:00 PM, Sat: 10:00 AM - 11:00 PM",nan,nan,nan,nan,nan,nan,"Located on the road N61 Dao Tan - Phan Thiet city - Binh Thuan. With an area of ​​over 1000m2 Hai Nhi Seafood is the largest fresh seafood restaurant in Phan Thiet. Specializing in providing all kinds of fresh seafood shelves and processed according to customer requirements. Besides, Phan Thiet Hai Nhi Seafood also owns an idyllic, cool space and a play area for children. A plus point for Hai Nhi seafood restaurant when organizing a party, birthday will receive extremely attractive incentives for you. Contributing to make a name for Hai Nhi Seafood can not fail to mention: steamed grouper with soya sauce, crabs tempered with salt, seafood squash, coriander squid, crab curry, crayfish, 2 dishes, ... .and there are many typical seafood dishes of the restaurant waiting for you to come and explore.",3.0,14.0,nan,"Lunch, Dinner, Brunch, Late Night, Drinks",nan,"Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Street Parking, Valet Parking, Free off-street parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/f0/48/06/h-i-nhi-seafood.jpg?w=900&h=500&s=1
Bình Thuận,Nha Hang Sac Mau,https://www.tripadvisor.com/Restaurant_Review-g298086-d7939542-Reviews-Nha_Hang_Sac_Mau-Phan_Thiet_Binh_Thuan_Province.html,"Nguyen Dinh Chieu, 63, Phan Thiet Vietnam",nan,+84 94 904 47 82,nan,#249 of 361 Restaurants in Phan Thiet,nan,3.0,nan,nan,nan,nan,10 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/43/8e/52/photo1jpg.jpg?w=900&h=500&s=1
Bình Thuận,Sun Terrace Restaurant,https://www.tripadvisor.com/Restaurant_Review-g1009804-d12537135-Reviews-Sun_Terrace_Restaurant-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"Quater 5 Pandanus Resort, Mui Ne, Phan Thiet 800000 Vietnam",nan,+84 62 3849 849,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,32.0,nan,nan,nan,nan,nan
Bình Thuận,Thich Quan,https://www.tripadvisor.com/Restaurant_Review-g1009804-d16780367-Reviews-Thich_Quan-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"80 Huynh Thuc Khang, Mui Ne, Phan Thiet 800000 Vietnam",nan,+84 88 981 23 88,nan,nan,nan,nan,nan,nan,nan,nan,nan,"My shop open from 7:30 to 21:00. My shop degsin warm and close, yellow light . You can relax to enjoy a meal here. Main food : Vietnamese food, westerfood Dessert : Pancake and juice. Fastfood : Sandwich, omelette, french fries . Drinking : Beer and juice.",0.0,8.0,nan,nan,nan,nan,nan
Bình Thuận,Minh kha,https://www.tripadvisor.com/Restaurant_Review-g298086-d3740996-Reviews-Minh_kha-Phan_Thiet_Binh_Thuan_Province.html,"109a Nguyen Bingham Cheu Street, Phan Thiet Vietnam",nan,nan,nan,#141 of 361 Restaurants in Phan Thiet,nan,4.5,nan,nan,nan,nan,11 reviews,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,Table Service,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d9/22/16/20170401-202758-largejpg.jpg?w=900&h=500&s=1
Bình Thuận,A Kia Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298086-d8130982-Reviews-A_Kia_Restaurant-Phan_Thiet_Binh_Thuan_Province.html,"Vo Van Kiet Lo Z1,Z2,Z3, TTTM Bac Phan Thiet, Phan Thiet Vietnam",nan,+84 90 821 48 88,quananakia@gmail.com,#215 of 361 Restaurants in Phan Thiet,nan,5.0,nan,nan,nan,nan,2 reviews,We proud to be a Vietnamese Restaurant with a wide selection of Authentic Vietnamese food to perfection. Please come to enjoy your next culinary experience. We are sure that our chef can whip up something to your liking.,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Ali Baba Food Corner,https://www.tripadvisor.com/Restaurant_Review-g1009804-d14003706-Reviews-Ali_Baba_Food_Corner-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"83 Nguyen Dinh Chieu, Mui Ne, Phan Thiet 800000 Vietnam",nan,+84 93 479 05 56,nan,#67 of 84 Restaurants in Mui Ne,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Le Bamboo,https://www.tripadvisor.com/Restaurant_Review-g298086-d27951428-Reviews-Le_Bamboo-Phan_Thiet_Binh_Thuan_Province.html,"08 Nguyễn Đình Chiểu Phường Hàm Tiến, Phan Thiet Vietnam",nan,nan,le.bamboo2024@gmail.com,nan,"Sun: 7:00 AM - 10:00 PM, Mon: 7:00 AM - 10:00 PM, Tue: 7:00 AM - 10:00 PM, Wed: 7:00 AM - 10:00 PM, Thu: 7:00 AM - 10:00 PM, Fri: 7:00 AM - 10:00 PM, Sat: 7:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Thuận,Pizza Lagi,https://www.tripadvisor.com/Restaurant_Review-g1582966-d25210340-Reviews-Pizza_Lagi-La_Gi_Binh_Thuan_Province.html,"427 Nguyen Truong To, La Gi Vietnam",https://pizzalagi.com,+84 8 3246 0081,lagipizza@gmail.com,nan,"Sun: 11:00 AM - 10:00 PM, Mon: 11:00 AM - 9:00 PM, Tue: 11:00 AM - 9:00 PM, Wed: 11:00 AM - 9:00 PM, Thu: 11:00 AM - 9:00 PM, Fri: 11:00 AM - 9:00 PM, Sat: 11:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,Delicious handmade pizza.,0.0,1.0,nan,"Lunch, Dinner, Brunch",nan,"Delivery, Takeout, Reservations, Seating, Parking Available, Street Parking, Free off-street parking, Serves Alcohol, Digital Payments, Cash Only, Free Wifi, Table Service, Family style, Non-smoking restaurants, Gift Cards Available",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/d1/28/44/steak-pizza.jpg?w=900&h=500&s=1
Bình Thuận,Thuan Phat,https://www.tripadvisor.com/Restaurant_Review-g298086-d4942560-Reviews-Thuan_Phat-Phan_Thiet_Binh_Thuan_Province.html,"Bo Ke Pham Van Dong, Phan Thiet Vietnam",nan,nan,nan,#255 of 361 Restaurants in Phan Thiet,nan,3.0,nan,nan,nan,nan,3 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/c2/99/62/img-20180113-124202-largejpg.jpg?w=900&h=500&s=1
Bình Thuận,Pizza Time,https://www.tripadvisor.com/Restaurant_Review-g13172842-d26851482-Reviews-Pizza_Time-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"16 Huỳnh Thúc Kháng, Phường Hàm Tiến, Thành phố Ph Big Chill Food Court, Ham Tien, Phan Thiet 801095 Vietnam",nan,+84 329 494 610,pizzatime.muine@gmail.com,nan,"Sun: 9:00 AM - 10:00 PM, Mon: 9:00 AM - 10:00 PM, Tue: 9:00 AM - 10:00 PM, Wed: 9:00 AM - 10:00 PM, Thu: 9:00 AM - 10:00 PM, Fri: 9:00 AM - 10:00 PM, Sat: 9:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Late Night",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Discover, Accepts Credit Cards",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/f0/40/d7/vegetarian-zucchini-feta.jpg?w=900&h=-1&s=1
Bình Thuận,Huong Dua Seafood Restaurant,https://www.tripadvisor.com/Restaurant_Review-g13172842-d10205373-Reviews-Huong_Dua_Seafood_Restaurant-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"195 Nguyen Dinh Chieu, Ham Tien, Phan Thiet Vietnam",nan,+84 90 925 21 25,haisanhuongduart@gmail.com,#49 of 67 Restaurants in Ham Tien,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/a7/23/33/huong-dua-seafood-restaurant.jpg?w=900&h=500&s=1
Bình Thuận,Bon Bon Boke,https://www.tripadvisor.com/Restaurant_Review-g13172842-d18899030-Reviews-Bon_Bon_Boke-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"116 Nguyen Dinh Chieu, Ham Tien, Phan Thiet Vietnam",nan,nan,nan,#51 of 67 Restaurants in Ham Tien,nan,2.5,nan,nan,nan,nan,3 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/7b/bd/5b/bon-bon-boke.jpg?w=900&h=500&s=1
Bình Thuận,Miss Tran's Bbq Steamboat Buffet,https://www.tripadvisor.com/Restaurant_Review-g298086-d8661954-Reviews-Miss_Tran_s_Bbq_Steamboat_Buffet-Phan_Thiet_Binh_Thuan_Province.html,"LO D17 Hung Vuong Boulevard, Phan Thiet Vietnam",https://www.facebook.com/misstranbuffet/timeline/,+84 93 344 22 23,nan,#238 of 361 Restaurants in Phan Thiet,nan,5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/12/a8/e2/miss-tran-s-bbq-steamboat.jpg?w=900&h=-1&s=1
Bình Thuận,BEERTOWN Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298086-d26690318-Reviews-BEERTOWN_Restaurant-Phan_Thiet_Binh_Thuan_Province.html,"W4Q8+Q94, Phú Thuỷ, Hàm Thuận Bắc, Bình Thuận, Vie, Phan Thiet Vietnam",nan,+84 89 915 58 00,nan,#226 of 361 Restaurants in Phan Thiet,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,"Dinner, Drinks",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/78/bd/ce/pork-chips-and-not-vegetables.jpg?w=900&h=500&s=1
Bình Thuận,Babylon,https://www.tripadvisor.com/Restaurant_Review-g298086-d5016251-Reviews-Babylon-Phan_Thiet_Binh_Thuan_Province.html,"251 Nguyen Dinh, Phan Thiet Vietnam",nan,+84 91 453 20 21,nan,#257 of 361 Restaurants in Phan Thiet,nan,2.5,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/a8/ce/31/babylon.jpg?w=900&h=500&s=1
Bình Thuận,Bo Ke Hai San Tom Tom,https://www.tripadvisor.com/Restaurant_Review-g13172842-d17328355-Reviews-Bo_Ke_Hai_San_Tom_Tom-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"114 Nguyen Dinh Chieu, Ham Tien, Phan Thiet 800000 Vietnam",https://www.facebook.com/H%E1%BA%A3i-S%E1%BA%A3n-B%E1%BB%9D-K%C3%A8-M%C5%A9i-N%C3%A9-T%C3%B4m-T%C3%B4m-519943455179007/,+84 98 529 82 83,boketomtom@gmail.com,#52 of 67 Restaurants in Ham Tien,"Sun: 12:00 AM - 11:59 PM, Mon: 11:00 AM - 11:00 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",2.0,nan,nan,nan,nan,8 reviews,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/35/d3/c5/photo3jpg.jpg?w=900&h=500&s=1
Bình Thuận,Golds Sports Bar&grill,https://www.tripadvisor.com/Restaurant_Review-g1009804-d21374999-Reviews-Golds_Sports_Bar_grill-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"228A Nguyễn Đình Chiểu, Mui Ne, Phan Thiet 77155 Vietnam",nan,+84 58 6160 428,goldssports@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,100.0,nan,nan,nan,nan,nan
Bình Thuận,Converge Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298086-d3339984-Reviews-Converge_Restaurant-Phan_Thiet_Binh_Thuan_Province.html,"177 Nguyen Dinh Chieu Ham Tien, Phan Thiet, Phan Thiet Vietnam",nan,nan,nan,#223 of 361 Restaurants in Phan Thiet,nan,5.0,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Ca Ty,https://www.tripadvisor.com/Restaurant_Review-g298086-d2018216-Reviews-Ca_Ty-Phan_Thiet_Binh_Thuan_Province.html,"40 Phan Boi Chau Street, Phan Thiet Vietnam",nan,nan,nan,#235 of 361 Restaurants in Phan Thiet,nan,3.5,nan,nan,nan,nan,5 reviews,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Orange Pizza,https://www.tripadvisor.com/Restaurant_Review-g1009804-d21319810-Reviews-Orange_Pizza-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"Nguyen Dinh Chieu 122, Mui Ne, Phan Thiet 801090 Vietnam",nan,+(84)817909121,orangemuine@gmail.com,nan,"Sun: 3:00 PM - 11:00 PM, Mon: 3:00 PM - 11:00 PM, Tue: 12:00 AM - 3:00 AM4:00 AM - 7:00 AM3:00 PM - 11:00 PM, Wed: 3:00 PM - 11:00 PM, Thu: 3:00 PM - 11:00 PM, Fri: 3:00 PM - 11:00 PM, Sat: 3:00 PM - 11:00 PM",nan,nan,nan,nan,nan,nan,Best pizza in Mui Ne,4.0,10.0,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/30/4c/6a/pepperoni.jpg?w=700&h=400&s=1
Bình Thuận,Liquid Silk Cafe & Bar,https://www.tripadvisor.com/Restaurant_Review-g13172842-d23797055-Reviews-Liquid_Silk_Cafe_Bar-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"16 Huynh Thuc Khang, Big Chill Food Court Ham Tien Big Chill Food Court, Ham Tien, Phan Thiet 801901 Vietnam",nan,+84 345 616 105,nan,nan,"Sun: 9:00 AM - 3:45 AM, Mon: 9:00 AM - 3:45 AM, Tue: 9:00 AM - 3:45 AM, Wed: 9:00 AM - 3:45 AM, Thu: 9:00 AM - 3:45 AM, Fri: 9:00 AM - 3:45 AM, Sat: 9:00 AM - 3:45 AM",nan,nan,nan,nan,nan,nan,"LIQUID SILK Is a popular Bar and Cafe in Muine, for its unique bold taste beers and Strong hit american alcohol. TLS serve a quality and variety or American and Italian food such as pizzas, burgers, PASTAS, KEBABS ETC. here you can enjoy a machine Italian coffee for 29kvnd . Just sit chill and relax you at BIG CHILL FOOD COURT!!!",nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Thuận,Pizza Mario Mui Ne,https://www.tripadvisor.com/Restaurant_Review-g1009804-d27536349-Reviews-Pizza_Mario_Mui_Ne-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"122 Nguyen Dinh Chieu,, Mui Ne, Phan Thiet Vietnam",http://www.pizzamario.vn,+84 92 841 99 88,muine.asia@gmail.com,nan,"Sun: 10:00 AM - 11:00 PM, Mon: 10:00 AM - 11:00 PM, Tue: 10:00 AM - 11:00 PM, Wed: 10:00 AM - 11:00 PM, Thu: 10:00 AM - 11:00 PM, Fri: 10:00 AM - 11:00 PM, Sat: 10:00 AM - 11:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/91/b4/55/discover-coastal-pizza.jpg?w=900&h=500&s=1
Bình Thuận,The German Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298086-d10037834-Reviews-The_German_Restaurant-Phan_Thiet_Binh_Thuan_Province.html,"Nguyen Dinh Chieu STreet The restaurant belongs to Cham Villas, Phan Thiet Vietnam",nan,nan,nan,#207 of 361 Restaurants in Phan Thiet,nan,4.5,nan,nan,nan,nan,3 reviews,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Mi Quang & Cao Lau Ma Tam,https://www.tripadvisor.com/Restaurant_Review-g17352041-d19728501-Reviews-Mi_Quang_Cao_Lau_Ma_Tam-Phu_Thuy_Phan_Thiet_Binh_Thuan_Province.html,"47 Nguyen Tuong, Phu Thuy, Phan Thiet 800000 Vietnam",nan,+84 96 377 77 79,nan,#1 of 5 Restaurants in Phu Thuy,nan,nan,nan,nan,nan,nan,nan,"When we are hungry, we eat better when we are full When we are happy, we eat better when we are sad When we go with someone we love, we eat better with people we dislike Feeling a food will experience many senses but above all those senses are the sense of Love! So that Ma Tam was born to serve the very traditional noddles which all Vietnamese love it as its experiences. Let's come and taste it",1.0,3.0,nan,nan,nan,nan,nan
Bình Thuận,Nha Hang LUCKY BOYS,https://www.tripadvisor.com/Restaurant_Review-g298086-d5768597-Reviews-Nha_Hang_LUCKY_BOYS-Phan_Thiet_Binh_Thuan_Province.html,"KP4, KM 20 HUYNH THUC KHANG, P.HAM TIEN, TP., Phan Thiet Vietnam",nan,+84 62 3743 691,nan,#239 of 361 Restaurants in Phan Thiet,nan,3.5,nan,nan,nan,nan,5 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/96/16/5d/nha-hang-lucky-boys.jpg?w=600&h=400&s=1
Bình Thuận,Quan Phuong Linh,https://www.tripadvisor.com/Restaurant_Review-g298086-d13545169-Reviews-Quan_Phuong_Linh-Phan_Thiet_Binh_Thuan_Province.html,"1 Pham Van Dong street Binh Hung, Phan Thiet Vietnam",nan,nan,nan,#244 of 361 Restaurants in Phan Thiet,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Joya Kitchen,https://www.tripadvisor.com/Restaurant_Review-g298086-d25306579-Reviews-Joya_Kitchen-Phan_Thiet_Binh_Thuan_Province.html,"246 Nguyen Dinh Chieu Dong Vui Food Court, Phan Thiet Vietnam",nan,+84 378523905,joya@dongvuifoodcourt.com,nan,"Sun: 12:00 PM - 10:00 PM, Mon: 12:00 PM - 10:00 PM, Tue: 12:00 PM - 10:00 PM, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 10:00 PM, Sat: 12:00 PM - 10:00 PM",nan,nan,nan,nan,nan,nan,"mexican food.......
home made food.......
home made tortilla.... ...
home made ice cream.......",0.0,1.0,nan,"Lunch, Dinner",nan,"Takeout, Outdoor Seating, Seating, Parking Available, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Dog Friendly, Family style",nan
Bình Thuận,Paradise Beach Club,https://www.tripadvisor.com/Restaurant_Review-g298086-d9866248-Reviews-Paradise_Beach_Club-Phan_Thiet_Binh_Thuan_Province.html,"58 Nguyen Dinh Chieu street Ward Ham Tien, Phan Thiet 801097 Vietnam",http://www.cocobeach.net,+84 62 3847 111,paradise@cocobeach.net,nan,"Sun: 6:30 AM - 11:00 PM, Mon: 6:30 AM - 11:00 PM, Tue: 6:30 AM - 11:00 PM, Wed: 6:30 AM - 11:00 PM, Thu: 6:30 AM - 11:00 PM, Fri: 6:30 AM - 11:00 PM, Sat: 6:30 AM - 11:00 PM",nan,nan,nan,nan,nan,nan,"Right on the beach, open for breakfast, lunch and dinner. For a casual meal of fresh seafood or enjoy a delicious BBQ every evening.",nan,nan,nan,"Breakfast, Lunch, Dinner",nan,"Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/4f/ab/05/directly-on-the-beach.jpg?w=900&h=500&s=1
Bình Thuận,The Burger Hut Mui Ne,https://www.tripadvisor.com/Restaurant_Review-g298086-d24129155-Reviews-The_Burger_Hut_Mui_Ne-Phan_Thiet_Binh_Thuan_Province.html,"246 Nguyễn Đình Chiểu, Khu Phố 3 Dong Vui Food Court, Phan Thiet 801095 Vietnam",https://www.facebook.com/burger.hut.mui.ne/,+84379047713,manmeetsinghvn030497@gmail.com,nan,"Sun: 11:00 AM - 10:30 PM, Mon: 11:00 AM - 10:30 PM, Tue: 11:00 AM - 10:30 PM, Wed: 11:00 AM - 10:30 PM, Thu: 11:00 AM - 10:30 PM, Fri: 11:00 AM - 10:30 PM, Sat: 11:00 AM - 10:30 PM",nan,nan,nan,nan,nan,nan,"The Burger Hut specialises in selling burgers of different types, but also has salads, burritos etc. We are located in Dong Vui Food Court, Ham Tien, Mui Ne.",nan,nan,nan,"Lunch, Dinner, Brunch",nan,"Delivery, Takeout, Outdoor Seating, Seating, Parking Available, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Dog Friendly, Family style",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/27/9f/c2/chicken-burrito.jpg?w=900&h=500&s=1
Bình Thuận,Wrap & Roll,https://www.tripadvisor.com/Restaurant_Review-g13172842-d23797047-Reviews-Wrap_Roll-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"16 Huynh Thuc Khang, Big Chill Food Court Ham Tien Big Chill Food Court, Ham Tien, Phan Thiet 801901 Vietnam",nan,+84 56 5016 135,nan,nan,"Sun: 9:00 AM - 3:45 AM, Mon: 9:00 AM - 3:45 AM, Tue: 9:00 AM - 3:45 AM, Wed: 9:00 AM - 3:45 AM, Thu: 9:00 AM - 3:45 AM, Fri: 9:00 AM - 3:45 AM, Sat: 9:00 AM - 3:45 AM",nan,nan,nan,nan,nan,nan,"WRAP N ROLL ( ORIGNAL MEDITERRIAN & ORIANTAL - FOOD MENU ) CHOICE OF MEAT - LAMB - CHICKEN - BEEF - SHRIPMS MIDDLE EASTERN TANDOORI KEBAB - Shish Kebab, ,Manisha Kebab, Negini Kebab, Kofta Kebab, Shami Kebab, Adana Kebab, BBQ Seek Kebab TURKISH MEAT WRAPS - Beef - Chicken - Lamb Gyros Wrap, Shawarma Wrap & Kurkure Wrap (crispy fried shawarma ) GERMAN DONER KEBAB - Beef - Chicken - Lamb in Original Tombik Bread LABANESE SHAWARMA'S & MEAT PLATTERS ITALIAN BRUSCHETTA'S - GREEK & ARRABIC SAUCES LIKE HUMMUS - BABA GAUNOSH - TZAZIKI FRENCH FRIES & SALADS",nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Thuận,Dong Vui Food Court,https://www.tripadvisor.com/Restaurant_Review-g13172842-d25183919-Reviews-Dong_Vui_Food_Court-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"246 Nguyen Dinh Chieu, Ham Tien, Phan Thiet 801095 Vietnam",nan,+84 8 3451 7858,Dong.Vui.Mui.Ne@gmail.com,nan,"Sun: 5:00 PM - 10:30 PM, Mon: 5:00 PM - 10:30 PM, Tue: 5:00 PM - 10:30 PM, Wed: 5:00 PM - 10:30 PM, Thu: 5:00 PM - 10:30 PM, Fri: 5:00 PM - 10:30 PM, Sat: 5:00 PM - 10:30 PM",nan,nan,nan,nan,nan,nan,Seafood Restaurant,nan,nan,nan,Dinner,nan,nan,nan
